id,nombre,dni,carrera,semestre,nota1,nota2,nota3,nota4
406,Fabian Vargas Rojas,95246762,Computacion,2,15,16,17,14
407,Hugo Guerrero Garcia,47476555,Electrica,1,5,5,17,20
408,Isabella Romero Mendoza,13976205,Sistemas,4,11,15,16,8
409,Nicolas Delgado Alvarez,98257856,Ambiental,7,14,9,14,6
410,Carlos Cruz Morales,68307074,Sistemas,2,13,14,14,18
411,Andres Mora Perez,37116639,Quimica,1,8,17,15,13
412,Ivan Romero Salinas,96802323,Civil,1,20,12,8,9
413,Ana Rojas Romero,40543700,Electrica,3,20,10,15,17
414,Adrian Rodriguez Flores,76666304,Electrica,5,18,15,18,11
415,Monica Castillo Morales,42319649,Computacion,9,12,13,15,11
416,Lorena Romero Medina,21256618,Quimica,8,14,15,16,5
417,Antonella Paredes Ramos,32386086,Computacion,3,16,13,13,12
418,Rodrigo Chavez Guerrero,64466394,Quimica,10,13,11,15,13
419,Daniela Soto Torres,14520708,Civil,9,9,11,11,10
420,Ivan Ramos Soto,55563178,Electronica,4,14,12,15,20
421,Maria Ramos Vega,76899266,Quimica,6,14,8,9,20
422,Leonardo Guerrero Ruiz,28651915,Computacion,2,16,15,11,8
423,Lucia Medina Diaz,54093333,Computacion,9,16,20,9,13
424,Ivan Cabrera Aguilar,45210111,Industrial,4,17,17,15,9
425,Matias Navarro Mendoza,24689969,Civil,4,16,17,16,13
426,Paula Flores Mora,30466003,Electrica,2,12,14,18,13
427,Tomas Guerrero Castillo,22724938,Electronica,8,7,8,20,11
428,Gabriela Jimenez Rodriguez,63762598,Electrica,4,9,13,13,7
429,Alejandro Gonzalez Flores,58106517,Electronica,2,12,8,11,13
430,Fernando Paredes Espinoza,19230323,Industrial,9,16,16,14,12
431,Gabriela Cano Morales,89012195,Computacion,2,14,15,14,18
432,Ana Munoz Cruz,66835720,Industrial,10,11,6,7,19
433,Claudia Jimenez Flores,52395991,Biomedica,10,16,20,14,5
434,Patricia Vargas Rodriguez,26740094,Electrica,8,15,12,7,11
435,Emilio Ortiz Soto,25650108,Computacion,5,9,14,16,19
436,Claudia Cano Pena,34115567,Ambiental,6,8,15,17,10
437,Pablo Cano Gonzalez,23747076,Electrica,10,9,13,13,14
438,Mauricio Mora Rios,15316110,Quimica,9,14,9,11,9
439,Nicolas Rodriguez Herrera,43749089,Biomedica,9,9,16,20,12
440,Carlos Silva Molina,49718804,Computacion,8,10,12,12,19
441,Sofia Silva Navarro,39190032,Electrica,2,17,11,17,10
442,Adrian Ramirez Delgado,92699236,Ambiental,2,12,12,10,9
443,Julia Cabrera Cabrera,10428657,Electrica,8,10,10,12,18
444,Daniela Cruz Alvarez,17553944,Computacion,2,10,16,10,19
445,Fernanda Morales Rojas,84856963,Computacion,4,19,10,9,12
446,Sebastian Diaz Lopez,54861577,Mecanica,6,11,19,8,10
447,Maria Sanchez Navarro,39302042,Computacion,10,7,8,10,9
448,Hernan Medina Castillo,91387902,Industrial,9,14,12,12,9
449,Fernando Fernandez Salinas,87427690,Ambiental,2,10,16,19,15
450,Gloria Jimenez Rojas,38429236,Computacion,6,15,16,14,8
451,Maria Morales Rios,54257820,Civil,10,18,15,10,14
452,Julia Rojas Ruiz,35332952,Computacion,4,14,9,9,11
453,Valeria Cabrera Delgado,66643449,Electronica,8,20,11,16,12
454,Fernanda Herrera Vargas,71449356,Electrica,3,11,14,19,14
455,Hernan Lopez Morales,73521003,Civil,3,14,14,9,16
456,Raul Pena Romero,61902601,Electrica,1,10,13,5,20
457,Hugo Rodriguez Diaz,94208665,Electrica,4,12,12,5,16
458,Lucia Ortiz Morales,57379587,Sistemas,6,15,9,13,16
459,Sebastian Mendoza Espinoza,71095289,Computacion,9,11,13,5,3
460,Alejandro Medina Rojas,46016175,Ambiental,7,17,15,7,8
461,Leonardo Rodriguez Rios,76949149,Ambiental,9,11,12,15,19
462,Javier Vargas Medina,93019556,Sistemas,1,17,14,11,10
463,Marcelo Campos Romero,63491794,Mecanica,5,13,18,12,11
464,Paula Ramirez Paredes,15011370,Computacion,10,14,8,15,15
465,Patricia Paredes Mendoza,49703925,Biomedica,3,7,9,12,10
466,Pablo Rodriguez Lopez,81947082,Electronica,1,7,15,1,15
467,Carlos Mora Herrera,25145956,Biomedica,8,9,14,17,18
468,Hugo Mendoza Cano,99448160,Electronica,6,20,11,13,18
469,Alejandro Delgado Espinoza,11357118,Ambiental,2,14,11,13,20
470,Gustavo Herrera Sanchez,25899025,Electronica,1,15,5,10,14
471,Carolina Lopez Pena,15138524,Sistemas,10,9,16,17,16
472,Diego Vargas Rios,82024972,Civil,7,17,17,16,14
473,Nicolas Mora Vargas,86550138,Ambiental,9,20,11,14,14
474,Claudia Mendoza Romero,48409364,Ambiental,2,13,13,13,14
475,Renata Jimenez Herrera,75364561,Sistemas,10,17,14,11,11
476,Sofia Ramos Cano,88252860,Computacion,7,16,14,13,18
477,Gustavo Paredes Munoz,46783194,Industrial,2,12,11,12,18
478,Fabian Alvarez Jimenez,99425133,Civil,3,11,13,9,4
479,Julia Guerrero Flores,79860844,Industrial,6,18,13,11,13
480,Hugo Mora Pena,12262132,Industrial,5,16,15,12,13
481,Valentina Gonzalez Torres,13518264,Computacion,1,11,10,18,10
482,Oscar Vargas Lopez,57660055,Industrial,10,13,16,16,15
483,Ignacio Ramos Morales,77122585,Electrica,3,10,11,11,12
484,Andrea Guerrero Espinoza,14770552,Electrica,6,17,14,14,6
485,Valentina Mendoza Medina,90824027,Civil,10,12,12,13,15
486,Marco Rodriguez Jimenez,30569245,Biomedica,4,12,19,8,3
487,Raul Medina Gonzalez,38909588,Quimica,1,11,13,4,12
488,Claudia Salinas Soto,64584827,Sistemas,8,13,10,16,5
489,Adrian Lopez Pena,21570515,Ambiental,4,13,17,9,12
490,Camila Vega Diaz,44749066,Mecanica,6,10,15,9,10
491,Gabriela Sanchez Ramirez,16364539,Mecanica,1,20,19,17,10
492,Natalia Navarro Rojas,60648646,Mecanica,10,11,16,16,17
493,Camila Soto Gonzalez,13135885,Electronica,4,19,12,15,14
494,Gustavo Pena Martinez,63052639,Civil,3,16,18,12,10
495,Sebastian Espinoza Chavez,75810716,Civil,10,14,8,10,14
496,Beatriz Alvarez Ruiz,62914833,Industrial,2,18,13,13,12
497,Raul Morales Ortiz,20688080,Electrica,2,13,13,14,13
498,Valentina Lopez Rodriguez,22236196,Computacion,9,17,14,13,16
499,Nicolas Rodriguez Herrera,66455986,Sistemas,6,11,17,7,9
500,Fabian Rios Salinas,40420419,Sistemas,5,18,15,20,12
501,Isabella Jimenez Mendoza,94716155,Industrial,3,14,18,8,15
502,Marcelo Martinez Diaz,30908154,Computacion,1,16,15,18,17
503,Pablo Castillo Martinez,69710327,Industrial,7,14,14,15,20
504,Valeria Espinoza Ruiz,76656984,Civil,5,7,13,18,15
505,Cecilia Fuentes Aguilar,47770325,Computacion,6,16,15,13,20
506,Carlos Salinas Fernandez,46244937,Civil,5,13,16,11,7
507,Carolina Castillo Salinas,73256760,Quimica,8,5,14,14,19
508,Rodrigo Vega Diaz,79217651,Sistemas,7,18,19,4,10
509,Javier Castillo Cabrera,22496035,Biomedica,7,20,16,9,12
510,Diana Vargas Espinoza,78382283,Mecanica,9,13,12,20,15
511,Maria Cano Morales,51441826,Quimica,2,10,13,10,16
512,Leonardo Mendoza Aguilar,47899119,Civil,4,11,12,18,17
513,Laura Salinas Garcia,46481582,Industrial,2,13,10,15,19
514,Ana Castillo Castillo,50872306,Mecanica,2,7,8,14,15
515,Beatriz Campos Torres,84411020,Biomedica,5,18,11,13,20
516,Patricia Espinoza Morales,80940545,Sistemas,8,17,17,6,9
517,Patricia Delgado Vargas,73205889,Quimica,8,8,13,16,20
518,Lorena Soto Salinas,98490529,Ambiental,10,12,17,12,13
519,Cecilia Jimenez Pena,94596513,Mecanica,3,16,15,10,19
520,Elena Ruiz Gonzalez,79845568,Sistemas,6,17,14,13,3
521,Carlos Ramirez Fuentes,26510963,Quimica,10,14,10,10,12
522,Antonella Alvarez Navarro,92255027,Electrica,9,10,12,16,14
523,Patricia Ruiz Salinas,25101992,Sistemas,4,16,18,13,10
524,Helena Cano Cabrera,33198737,Mecanica,7,19,16,15,13
525,Hernan Mendoza Soto,99870524,Quimica,9,13,18,19,11
526,Camila Torres Salinas,95729896,Ambiental,1,17,1,12,18
527,Julia Guerrero Herrera,63772669,Ambiental,3,8,13,20,17
528,Sofia Salinas Cano,63570300,Industrial,4,13,16,17,10
529,Claudia Salinas Fernandez,57867001,Biomedica,7,14,0,8,16
530,Fernanda Vargas Rojas,33773150,Electrica,3,9,14,5,7
531,Fabian Martinez Pena,82770443,Electronica,1,20,17,12,20
532,Cecilia Silva Martinez,67778675,Electrica,5,15,10,13,14
533,Fabian Navarro Torres,19753552,Civil,1,10,11,8,20
534,Marco Rios Diaz,41926904,Quimica,8,17,12,14,8
535,Alejandro Ortiz Torres,33907002,Quimica,8,11,14,5,15
536,Beatriz Ortiz Herrera,74822697,Biomedica,2,13,8,14,15
537,Elena Ortiz Mendoza,75458358,Civil,10,18,15,9,14
538,Claudia Diaz Soto,51686067,Ambiental,10,10,15,10,16
539,Sofia Aguilar Rodriguez,67004550,Computacion,5,14,9,15,18
540,Gustavo Vargas Mora,15152141,Ambiental,8,18,7,10,15
541,Paula Jimenez Torres,63621956,Biomedica,5,12,11,8,12
542,Lorena Guerrero Ruiz,39010940,Sistemas,9,8,10,10,13
543,Ana Munoz Alvarez,48507387,Ambiental,4,15,8,18,18
544,Diego Gonzalez Perez,59814475,Ambiental,3,19,17,9,17
545,Beatriz Vega Guerrero,12330129,Industrial,6,18,17,15,16
546,Marco Medina Gonzalez,46816499,Industrial,2,9,9,13,14
547,Tomas Chavez Garcia,74249869,Electronica,8,8,15,17,20
548,Andres Morales Rios,70106369,Quimica,2,16,12,9,16
549,Marcelo Cano Paredes,71033577,Quimica,5,5,16,14,4
550,Natalia Cano Castillo,89557313,Quimica,4,7,15,16,13
551,Marco Ruiz Mendoza,24999612,Mecanica,3,19,20,14,10
552,Paula Campos Ruiz,21449980,Industrial,2,12,19,10,11
553,Pablo Paredes Jimenez,73745361,Quimica,9,13,16,13,10
554,Nicolas Romero Jimenez,89201364,Quimica,6,17,18,18,18
555,Isabella Salinas Molina,69643122,Sistemas,2,10,10,7,16
556,Patricio Ramirez Alvarez,29633490,Civil,9,12,13,14,18
557,Ivan Torres Silva,18625523,Biomedica,5,10,8,15,13
558,Cecilia Ortiz Cruz,17959791,Electronica,3,16,10,12,20
559,Ana Ramos Rodriguez,24987017,Civil,3,15,12,16,9
560,Marco Cruz Flores,80332669,Quimica,9,9,11,16,16
561,Fernando Mendoza Silva,98482148,Quimica,6,11,13,11,17
562,Mauricio Chavez Medina,55356128,Sistemas,1,12,15,9,13
563,Claudia Alvarez Cano,54707954,Industrial,1,18,14,16,8
564,Maria Chavez Vega,20732573,Quimica,3,17,10,14,17
565,Fernando Molina Romero,53101903,Industrial,8,11,10,15,12
566,Marco Delgado Torres,92173281,Sistemas,8,14,13,7,17
567,Hugo Martinez Espinoza,72458485,Mecanica,6,11,15,14,13
568,Camila Paredes Sanchez,98750192,Sistemas,2,17,9,20,14
569,Gloria Delgado Pena,88049719,Electrica,5,11,9,11,13
570,Gabriela Vega Herrera,52405061,Ambiental,5,15,14,10,10
571,Beatriz Cabrera Herrera,35610637,Quimica,3,12,17,7,7
572,Carolina Munoz Gonzalez,80912605,Electronica,9,12,9,13,11
573,Julia Pena Gonzalez,68980099,Computacion,4,12,14,12,19
574,Natalia Aguilar Rojas,48423881,Sistemas,1,10,11,19,11
575,Marcelo Diaz Cabrera,12980151,Ambiental,5,8,9,13,8
576,Beatriz Chavez Romero,47780348,Mecanica,2,20,15,8,14
577,Laura Ortiz Ramos,56798161,Industrial,7,16,16,7,16
578,Valeria Ramos Molina,79801948,Computacion,6,11,14,16,13
579,Diana Alvarez Silva,82540489,Mecanica,1,20,11,17,13
580,Marco Guerrero Munoz,60050614,Industrial,4,15,12,8,10
581,Diana Paredes Mora,11073197,Computacion,10,9,20,12,12
582,Adrian Cruz Rodriguez,24409158,Electrica,2,11,10,17,17
583,Fernando Delgado Sanchez,42933942,Quimica,7,17,16,12,11
584,Claudia Lopez Medina,44210885,Quimica,4,13,14,7,14
585,Andrea Cabrera Mendoza,74395091,Mecanica,9,8,12,20,14
586,Fabian Navarro Paredes,93915270,Sistemas,3,11,15,2,12
587,Carolina Alvarez Rojas,77655376,Quimica,8,17,16,16,17
588,Paula Mora Lopez,10543480,Industrial,6,11,15,18,4
589,Beatriz Delgado Diaz,42553500,Civil,5,12,13,19,15
590,Gabriela Fuentes Cano,73867635,Ambiental,5,5,14,12,16
591,Helena Romero Pena,12689427,Computacion,10,20,16,13,13
592,Ivan Jimenez Fernandez,83613120,Electronica,5,13,20,15,18
593,Julia Cano Cruz,73947915,Computacion,4,8,14,11,10
594,Cecilia Molina Campos,27897688,Mecanica,4,20,15,14,15
595,Gloria Fuentes Rojas,47251016,Industrial,6,19,12,20,5
596,Hugo Paredes Torres,56552176,Civil,10,15,14,12,17
597,Raul Alvarez Cruz,27587483,Computacion,3,16,13,9,13
598,Andrea Molina Torres,21205368,Computacion,8,12,15,14,18
599,Pablo Delgado Morales,77908718,Industrial,10,13,7,15,18
600,Renata Ruiz Mora,58912225,Civil,6,15,18,11,11
601,Carolina Ruiz Mendoza,80444868,Electrica,5,13,15,19,20
602,Isabella Mendoza Delgado,95958124,Ambiental,2,16,14,10,8
603,Valentina Alvarez Vargas,36816502,Industrial,6,13,15,13,7
604,Isabella Herrera Morales,28637767,Computacion,1,18,8,18,12
605,Cristian Diaz Cano,64214570,Electrica,7,13,11,15,11
606,Emilio Pena Mendoza,17511280,Quimica,2,16,20,17,9
607,Isabella Soto Medina,21293955,Biomedica,5,4,5,9,12
608,Ignacio Diaz Romero,48355312,Biomedica,4,16,12,15,19
609,Rodrigo Rios Espinoza,56495246,Electronica,7,14,12,7,18
610,Beatriz Delgado Fernandez,18338291,Ambiental,4,13,8,15,12
611,Fabian Fuentes Chavez,98789512,Mecanica,7,18,13,9,20
612,Fernanda Navarro Aguilar,98778710,Mecanica,7,18,15,20,13
613,Mauricio Castillo Castillo,68123666,Sistemas,6,20,15,14,7
614,Alejandro Pena Diaz,84049654,Electrica,7,14,14,17,13
615,Carolina Medina Ruiz,35114368,Electrica,10,13,12,11,16
616,Gabriela Ramirez Garcia,17877447,Industrial,7,9,10,15,12
617,Monica Cabrera Cabrera,16292480,Electronica,7,13,17,17,9
618,Carlos Fernandez Espinoza,14227505,Electrica,3,11,7,18,18
619,Emilio Jimenez Rojas,79720362,Civil,2,17,13,14,13
620,Gloria Ramirez Reyes,19527576,Industrial,1,9,13,18,15
621,Patricio Delgado Paredes,29809143,Electrica,10,9,17,19,1
622,Valeria Vega Navarro,52837806,Mecanica,6,16,16,12,11
623,Hugo Ramirez Torres,48701438,Quimica,10,14,12,13,15
624,Marco Paredes Rojas,56720656,Sistemas,6,15,11,12,11
625,Patricio Vargas Pena,28571606,Ambiental,9,6,10,9,12
626,Pablo Herrera Chavez,62825229,Computacion,2,15,6,16,8
627,Lucia Espinoza Rios,96439497,Ambiental,10,17,15,11,6
628,Ivan Diaz Castillo,35352407,Biomedica,5,8,5,15,18
629,Raul Delgado Fuentes,43309954,Electronica,1,14,18,12,3
630,Gustavo Mendoza Mendoza,82908856,Civil,5,14,13,10,12
631,Renata Soto Gonzalez,51983430,Electrica,5,5,15,13,14
632,Natalia Espinoza Chavez,30431500,Mecanica,2,8,14,16,9
633,Fernando Fuentes Rios,49596514,Mecanica,2,13,12,16,17
634,Andres Delgado Herrera,42230939,Civil,3,13,14,7,13
635,Leonardo Chavez Cruz,70100974,Civil,9,17,13,14,9
636,Ignacio Guerrero Vargas,56080045,Ambiental,7,11,18,20,7
637,Sebastian Paredes Ramirez,99542391,Computacion,1,12,14,8,16
638,Raul Torres Silva,27777729,Biomedica,4,15,16,13,12
639,Sebastian Chavez Mendoza,58502865,Biomedica,8,17,19,8,12
640,Gustavo Cano Delgado,70349653,Mecanica,2,12,8,15,15
641,Natalia Ruiz Torres,66247411,Civil,6,10,19,16,14
642,Sofia Vega Cano,32938999,Computacion,3,10,16,18,14
643,Leonardo Chavez Reyes,65163976,Quimica,9,11,12,14,20
644,Renata Campos Reyes,94770449,Industrial,5,15,15,9,13
645,Carolina Reyes Torres,33083170,Mecanica,4,9,18,6,20
646,Mauricio Salinas Cano,23905055,Electronica,1,15,12,12,7
647,Diana Martinez Ruiz,37373310,Mecanica,3,14,10,10,13
648,Lucia Salinas Vega,61002920,Mecanica,4,15,19,19,13
649,Isabella Delgado Campos,69517632,Industrial,2,10,15,15,18
650,Javier Vega Ramirez,13277744,Electronica,7,9,10,16,20
651,Ana Campos Cabrera,50897652,Sistemas,7,9,18,15,13
652,Antonella Mora Jimenez,92782847,Electrica,4,20,8,15,9
653,Isabella Soto Campos,36515004,Sistemas,3,14,9,7,10
654,Renata Vargas Molina,16477112,Electronica,10,10,13,11,10
655,Ricardo Navarro Herrera,38217997,Ambiental,3,15,17,9,15
656,Fernando Cruz Flores,36544227,Industrial,4,5,16,12,19
657,Javier Salinas Sanchez,12541517,Sistemas,4,10,17,7,11
658,Diana Jimenez Torres,29808398,Quimica,10,16,10,17,5
659,Andrea Jimenez Ortiz,97669277,Computacion,5,12,10,9,9
660,Irene Soto Navarro,54693646,Industrial,10,14,11,18,8
661,Beatriz Molina Fernandez,94275923,Electronica,8,11,17,14,16
662,Beatriz Torres Romero,58084431,Electrica,5,13,9,9,11
663,Isabella Herrera Castillo,33368107,Civil,1,14,20,12,11
664,Oscar Alvarez Reyes,19952176,Computacion,7,12,15,15,15
665,Irene Salinas Munoz,28244797,Electrica,6,14,14,8,17
666,Sebastian Romero Delgado,19631903,Computacion,8,15,13,13,3
667,Fabian Reyes Torres,28174624,Ambiental,2,13,11,8,8
668,Helena Aguilar Sanchez,31860641,Mecanica,10,5,13,20,20
669,Adrian Vega Cabrera,29776335,Industrial,1,14,19,18,18
670,Mauricio Cabrera Morales,27612041,Computacion,6,16,11,10,20
671,Camila Vargas Rodriguez,65021690,Computacion,10,19,6,18,14
672,Carlos Chavez Munoz,53990005,Sistemas,8,14,17,12,7
673,Ana Aguilar Jimenez,32136277,Electrica,2,15,13,9,19
674,Hugo Guerrero Cruz,77283198,Electrica,2,9,15,14,10
675,Javier Ortiz Martinez,24465753,Electronica,7,13,13,11,9
676,Ignacio Espinoza Perez,42827491,Electrica,5,15,11,13,17
677,Gloria Mendoza Soto,71344982,Mecanica,8,9,12,16,4
678,Patricia Garcia Cano,65713079,Mecanica,1,13,7,8,12
679,Elena Morales Martinez,66139684,Mecanica,9,15,12,17,17
680,Ana Ramos Delgado,64005726,Ambiental,10,9,11,13,15
681,Cristian Salinas Paredes,51701850,Electrica,7,14,19,17,17
682,Carolina Chavez Rios,98946553,Civil,7,10,15,14,20
683,Helena Munoz Flores,58713248,Sistemas,7,16,8,13,19
684,Hernan Jimenez Pena,23112072,Civil,8,13,8,13,8
685,Elena Munoz Gonzalez,19413086,Mecanica,2,12,11,16,13
686,Diana Chavez Munoz,75657243,Computacion,5,10,15,11,13
687,Fernando Romero Espinoza,40061051,Electronica,9,8,15,12,15
688,Carlos Herrera Cruz,17099156,Mecanica,10,13,16,13,10
689,Elena Vargas Ramos,44492924,Electrica,9,7,14,12,17
690,Fernanda Silva Sanchez,47433769,Electrica,4,16,11,20,12
691,Camila Ramos Garcia,87002898,Industrial,1,9,16,5,17
692,Javier Medina Alvarez,73374044,Biomedica,4,8,12,19,13
693,Beatriz Alvarez Martinez,88785155,Civil,10,11,9,15,3
694,Fernanda Ruiz Martinez,88478983,Electrica,6,12,17,15,15
695,Hugo Cabrera Vargas,79220146,Computacion,8,16,13,13,10
696,Fernando Pena Ruiz,81923700,Quimica,6,17,19,9,16
697,Isabella Castillo Rios,24960337,Industrial,10,12,16,12,5
698,Helena Soto Rios,89738353,Quimica,9,12,15,12,19
699,Camila Sanchez Ortiz,18691941,Civil,1,7,11,15,14
700,Felipe Morales Ruiz,47652676,Electrica,2,13,10,14,13
701,Helena Cabrera Perez,24383129,Electrica,7,15,11,15,9
702,Ivan Pena Castillo,58608721,Computacion,2,20,13,16,12
703,Camila Paredes Torres,38201047,Electronica,4,15,13,17,15
704,Cristian Paredes Espinoza,78752084,Electrica,9,16,12,9,11
705,Lucia Guerrero Vega,79957542,Biomedica,10,11,11,12,11
706,Maria Fernandez Guerrero,12672800,Industrial,9,17,17,13,14
707,Claudia Torres Sanchez,11932148,Electronica,1,12,18,19,11
708,Valentina Cabrera Jimenez,94250239,Mecanica,3,13,13,14,15
709,Carolina Delgado Guerrero,24037029,Quimica,10,11,5,12,5
710,Isabella Rodriguez Chavez,64874415,Sistemas,1,8,17,12,15
711,Mauricio Fernandez Rios,13432777,Electronica,10,13,7,9,18
712,Renata Chavez Guerrero,83306661,Civil,2,14,14,9,6
713,Cristian Aguilar Vega,74012758,Industrial,5,9,9,9,11
714,Daniela Ramirez Chavez,99737875,Quimica,3,13,9,9,19
715,Adrian Garcia Guerrero,61961518,Electrica,9,17,14,19,12
716,Daniela Flores Garcia,99514461,Ambiental,1,12,20,9,12
717,Maria Garcia Torres,68799624,Computacion,10,4,8,13,15
718,Rodrigo Garcia Cano,25729906,Biomedica,5,13,10,5,6
719,Sebastian Fernandez Mendoza,52978987,Mecanica,1,9,16,9,20
720,Laura Mora Vargas,28228321,Quimica,4,15,15,14,18
721,Raul Reyes Fuentes,57420095,Computacion,7,8,14,17,8
722,Andres Rios Cruz,79262826,Civil,10,13,14,15,11
723,Isabella Herrera Silva,56889054,Quimica,7,15,5,14,12
724,Marcelo Martinez Mora,44403599,Quimica,10,12,17,10,10
725,Carlos Guerrero Guerrero,33044142,Mecanica,2,14,9,9,11
726,Adrian Mora Navarro,26986799,Quimica,1,10,11,14,10
727,Antonella Fernandez Campos,70915237,Electrica,6,20,15,17,12
728,Diana Pena Flores,68799023,Electronica,8,10,7,13,15
729,Carlos Herrera Navarro,92022169,Computacion,9,9,17,15,16
730,Matias Ruiz Paredes,27295121,Mecanica,7,6,14,16,15
731,Raul Munoz Espinoza,94303904,Industrial,8,16,8,16,10
732,Leonardo Vargas Pena,29181780,Electrica,4,9,11,14,14
733,Fernanda Pena Perez,29004116,Ambiental,5,12,14,20,11
734,Mauricio Paredes Chavez,65022566,Computacion,10,18,10,12,13
735,Marco Ruiz Rojas,18786285,Sistemas,6,18,14,14,11
736,Natalia Alvarez Ortiz,47818653,Industrial,3,15,16,14,17
737,Sofia Espinoza Guerrero,59833398,Biomedica,5,10,12,7,9
738,Felipe Castillo Sanchez,42568477,Electrica,9,9,20,10,13
739,Carolina Sanchez Lopez,80067368,Mecanica,7,10,15,12,7
740,Nicolas Rojas Martinez,87329175,Electronica,9,19,13,17,18
741,Natalia Mora Garcia,28627886,Ambiental,10,15,16,17,14
742,Valentina Cruz Navarro,17421999,Computacion,3,8,11,14,20
743,Cristian Jimenez Garcia,20084909,Mecanica,8,8,15,14,13
744,Pablo Garcia Morales,88417257,Civil,2,9,11,11,13
745,Lorena Jimenez Martinez,70314198,Industrial,1,5,13,13,14
746,Helena Lopez Paredes,69892063,Electrica,3,15,5,18,15
747,Felipe Lopez Lopez,96914478,Quimica,2,16,16,15,11
748,Antonella Castillo Torres,93771670,Computacion,8,5,16,16,14
749,Gabriela Espinoza Romero,91074640,Biomedica,6,15,10,9,11
750,Lorena Cruz Perez,75027464,Civil,5,14,9,11,14
751,Gloria Ramos Paredes,68793375,Civil,8,7,15,11,12
752,Daniela Ruiz Soto,27532726,Mecanica,2,14,15,13,13
753,Lorena Vega Torres,22961258,Computacion,1,13,9,9,15
754,Antonella Cruz Castillo,65446707,Electronica,8,8,16,9,14
755,Valeria Cruz Morales,81799144,Electrica,1,12,17,16,15
756,Hernan Molina Soto,11523354,Electrica,2,15,11,9,17
757,Hernan Chavez Aguilar,72288804,Sistemas,8,16,15,20,17
758,Julia Ramos Morales,65420415,Sistemas,4,10,11,10,20
759,Gloria Lopez Ramos,74013645,Computacion,10,14,8,7,17
760,Diana Martinez Rios,68594731,Mecanica,8,9,13,11,7
761,Helena Morales Herrera,68854038,Quimica,7,20,13,15,11
762,Paula Guerrero Lopez,21429805,Quimica,10,13,11,13,16
763,Paula Diaz Martinez,29298923,Ambiental,5,9,12,13,13
764,Lucia Mendoza Martinez,92033923,Mecanica,4,12,14,15,13
765,Hugo Rios Cabrera,65034821,Sistemas,10,13,12,14,15
766,Renata Paredes Vargas,49555925,Electronica,9,16,15,15,17
767,Valentina Munoz Mendoza,71458725,Ambiental,2,2,18,12,10
768,Tomas Vargas Silva,32122902,Mecanica,10,9,14,16,13
769,Oscar Fuentes Guerrero,57689320,Computacion,7,9,12,13,13
770,Marcelo Navarro Torres,87175000,Industrial,7,14,14,10,17
771,Lucia Perez Gonzalez,33259254,Ambiental,2,16,17,13,9
772,Patricia Soto Silva,64648567,Biomedica,5,20,12,12,10
773,Daniela Alvarez Rios,34432799,Electronica,8,10,12,14,12
774,Natalia Jimenez Aguilar,50219076,Civil,5,16,8,8,13
775,Adrian Flores Garcia,97170717,Electronica,1,5,12,9,11
776,Marcelo Chavez Delgado,31552485,Ambiental,5,8,12,10,9
777,Mauricio Lopez Fernandez,81960904,Computacion,9,7,16,13,13
778,Carlos Ruiz Herrera,71191854,Biomedica,2,11,17,13,11
779,Diego Campos Munoz,87766377,Sistemas,9,10,12,12,12
780,Leonardo Torres Guerrero,50215666,Ambiental,8,12,14,7,16
781,Raul Vargas Salinas,13950724,Industrial,2,8,11,20,12
782,Leonardo Alvarez Aguilar,70144013,Electrica,1,16,11,16,15
